id;name;user_id;neighbourhood;apart_type_id;price;minimum_nights
34285434;IFEMA DELUXE - AEROPUERTO I;258850169;Timón;1;154;25
34285838;Paraíso en CARABANCHEL;258851276;Buenavista;2;45;10
34285874;Huge terrace, 10 minutes from subway, peaceful;228234413;Buenavista;1;49;5
34294163;LUXURY ROOM GRANVIA SOFABED 2 BALCONIES;67353;Universidad;2;45;1
34300102;Apartamento en Embajadores;250507434;Acacias;1;72;15
34301335;Habitación en el centro de Madrid,la Latina;5537924;Palacio;2;25;4
34306844;La casa de la música ( 1 room for rent);6213248;Palos de Moguer;2;20;5
34306945;Alquilo habitacion en apartamento nuevo;121250487;Almenara;2;70;1
34309334;Sol y calma a 10 min del aeropuerto;22397791;Casco Histórico de Barajas;2;20;1
34323261;Spacious room in an amazing safe and friendly area;227997771;Fuente del Berro;2;30;4
34324312;Casa familiar, bienvenido!;259134821;Costillares;2;35;2
34325521;Carmen & Sofía;259143931;Canillas;2;25;2
34326895;Habitación privada luminosa;259134821;Costillares;2;30;30
34334802;Big, nice and luminous apartment.;259214173;Guindalera;1;200;4
34334961;Habitación. En tercera planta;259212836;Puerta Bonita;2;51;12
34337935;Final Champions 20min from WANDA METROPOLITANO;52921193;Canillejas;2;200;1
34339600;Hogar 😁;259252507;Buenavista;2;40;2
34346734;Habitación preciosa y acogedora en Lavapiés/Atocha;229022110;Embajadores;2;34;2
34352115;Quiet private estudio in safe area w/ metro+bus;259352992;Pinar del Rey;1;33;2
34352305;Comoda hab individual con 2 camas individuales.;234958863;Aguilas;2;100;1
34353268;Cozy studio w/double bathtube, Metro Pinar del Rey;259352992;Pinar del Rey;1;30;2
34353310;Habitación muy cómoda en piso moderno;183372646;Canillejas;2;16;3
34354511;Madrid, 5min Wanda stadium with jacuzzi;86448592;Hellín;1;200;2
34355958;Room available in Atocha;149245114;Embajadores;2;25;1
34359687;VI. ALCALÁ w/ VELÁZQUEZ, perfect COUPLES or WORK;107141654;Recoletos;1;62;3
34360388;Holiday apartment in the heart of Madrid;57121418;Cortes;1;63;5
34366002;Habitación doble , con TV y Sofa, en Madrid Rio;149527823;Moscardó;2;28;7
34366869;Charming Gran Via II - 3 bedrooms, beautiful view;259457548;Palacio;1;88;1
34367013;Apartamento privado cerca de Nuevos Ministerios;259458506;Rios Rosas;1;123;1
34368672;Warm home in the business center;41362793;Nueva España;2;40;1
34376725;Chalet Duplex - 3BD 2BT - Chamartin/Bernabeu;259536848;Hispanoamérica;1;182;1
34377097;ROOM FINAL CHAMPIONS LEAGUE;32251998;Ventas;2;329;1
34377763;"Real Cozi ""feel at home"" apartment";42819340;Numancia;1;43;3
34377843;Casa soleada y comoda;2724645;Delicias;2;25;1
34390261;Habitación luminosa,exterior muy limpia.5;75150135;Arapiles;2;36;1
34390286;Habitación luminosa,exterior muy limpia.2;75150135;Arapiles;2;29;1
34394043;Habitación sencilla;259470035;Aluche;2;47;10
34396551;VERYMADRID;103817646;Pacífico;1;75;1
34407740;Sweet Royal Palace ::: Your home in Madrid Center;37240021;Palacio;1;183;3
34410533;CENTRO MADRID-Malasaña habitación privada con baño;99264414;Universidad;2;30;1
34411157;Eco & sustainable apartment Madrid centre;33129319;Embajadores;1;126;1
34412460;Moderne, Spacieux, top confort et trés bien situé;259772435;Canillas;1;120;1
34412463;DOBO ROOMS PUERTA DEL SOL 2;133056146;Palacio;1;765;1
34416178;Apartamento en el centro balcon independiente 3A;105795094;Embajadores;1;50;1
34416428;Loft en el centro doble balcon independiente 3E;105795094;Embajadores;1;53;1
34420915;Two Bedroom Apartment in Lavapies, heart of Madrid;259807183;Embajadores;1;79;2
34423469;Heart of Madrid - Art and Tapas - Appartment;259176082;Cortes;1;109;3
34432672;Habitación. Para chicas con mesa de trabajo;259475388;Vista Alegre;2;49;7
34443643;Chambre privée;243209791;Cuatro Vientos;2;33;1
34444428;New Luxury Apartment Atocha 4 Pax;20437430;Delicias;1;84;7
34462793;Room with bunk bed;136696867;Arapiles;2;33;4
34462830;Maison Josephine;13993275;Justicia;1;155;2
34466322;HABITACION PRIVADA EN CALLE ALCALA 4;139789014;Pueblo Nuevo;2;30;3
34466595;Casa amplia cerca del centro.;20342152;Entrevías;2;30;2
34466644;HABITACION PRIVADA EN CALLE ALCALA (2);139789014;Quintana;2;35;3
34466831;HABITACION PRIVADA EN CALLE ALCALA (5);139789014;Pueblo Nuevo;2;30;3
34467546;SPECTACULAR AND STYLISH APARTMENT IN LA LATINA;9885245;Embajadores;1;45;2
34471505;Habitación confortable;260201717;Moscardó;2;30;2
34487131;Champions: Private room with metro on the door;71107115;Niño Jesús;2;250;1
34492951;Habitación excelente piso, zona inmejorable;12955322;Argüelles;2;20;6
34494408;Habitación enfrente Wizink. Cama matrimonio 1,40m;259395257;Goya;2;95;2
34494863;Habitación Centro Madrid, La Latina con balcón.;260366323;Palacio;2;26;1
34495541;Apartamento New Yorkino con terraza Chill out bbq;37977951;Aravaca;1;120;2
34496046;Ever House- ALCALA DUPLEX;7145793;Quintana;1;200;2
34499420;Precioso Alojamiento Céntrico;39350847;Palacio;1;500;1
34499655;Hostal Corazón De Madrid;260360017;Justicia;2;32;1
34499869;Acogedora habitación en el barrio Salamanca;21543123;Lista;2;46;2
34500780;BRAND NEW APARTMENT IN LA LATINA;9885245;Palacio;1;134;2
34501041;Fresh, Apartament at Iconic in Vallecas 2A;260398297;San Diego;1;48;1
34503425;Cossi room;116862043;Chopera;2;17;30
34504890;Apartamento 2 dormitorios Atocha Retiro;153528689;Pacífico;1;109;2
34506493;Amazing apartment in madrid!;46651811;Arapiles;1;45;20
34507744;Cheap & Chic - Lavapies;260446405;Embajadores;1;49;1
34507790;DOUBLE BEDROOM PRIVATE BATHROOM IN PUERTA DEL SOL;129044787;Sol;2;27;15
34508810;Comodidad;33775104;Buenavista;2;43;3
34508836;A nice room in a sharing flat;22122043;Arcos;2;100;1
34509222;Lovely Apartment in the center Madrid 4 people!;40590956;Comillas;1;599;2
34510327;Ali;210766798;Lucero;2;25;1
34517963;PENTHOUSE 3 BR, 3 BA & 30M2 TERRACE;112223963;Cortes;1;289;2
34520133;Chueca atico duplex 3 dormitorios con terraza;3632849;Universidad;1;115;10
34521384;Wanda Stadium Champions League Final - Apt Center;48709572;Bellas Vistas;1;299;2
34522997;Beautiful Penthouse next to Wanda Metropolitano;260551569;Canillejas;2;2000;1
34525371;ROOM TO RENT IN CENTRE FOR CHAMPIONS LEAGUE FINAL;260565831;Palacio;2;1000;1
34525762;Fabuloso Apartamento Junto a Gran vía;256387985;Palacio;1;107;3
34525841;Se alquila habitación en zona céntrica de Madrid.;170251302;Numancia;2;40;1
34526274;Apartamento Madrid cerca metro. Recien remodelado;61050782;Aguilas;1;50;3
34527538;Spacious & modern apartment + free parking;21058469;Castillejos;1;1700;1
34527637;Stunning Apartment in the heart of Madrid;196832824;Universidad;1;99;3
34527714;Double room 10 min from Wanda Metropolitano;260580651;Rosas;2;150;1
34527785;Cozy Terrace Apartment;191544;Fuente del Berro;1;241;2
34531015;Apartamento, zona comercio ecológico de Madrid;244114087;Rios Rosas;4;70;1
34536289;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;41;1
34536395;Wanda Metropolitano Champions League 2019 room;260624628;Rosas;2;800;1
34536979;Apartamento en el centro;48033079;Delicias;1;150;3
34538599;Apartamento amplio y luminoso;228184115;Horcajo;1;36;28
34538644;Double room final Champions near the stadium Wanda;122725410;Hellín;2;315;1
34539203;Double Room walking distance to Wanda and Airport!;260644283;Alameda de Osuna;2;825;1
34539464;PRECIOSO PISO EN EL CENTRO DE MADRID;26910627;Chopera;1;60;1
34541749;Room available near to wanda metropolitano;93416775;Valdefuentes;2;1150;1
34542120;Habitación amplia, luminosa y confortable;196780415;Buenavista;2;200;1
34542800;APARTMENT 3PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;36;1
34542906;HABITACIÓN DOBLE EN EL BARRIO DE SALAMANCA.;177388411;Goya;2;600;1
34545685;Casa cerca de madrid río y caja magica;82730081;Orcasur;2;50;2
34550604;Perfect flat for Champions, 8 minutes to wanda;226794457;Ventas;2;300;2
34551212;Habitación cerca del Wanda Metropolitano;4381873;Valdefuentes;2;850;2
34551526;Hogar familiar y tranquilo para estadía;169492995;Puerta Bonita;2;69;4
34551767;Alojamiento Champion League;151153549;San Pascual;1;1250;1
34552285;Duplex en el centro, ideal para una pareja;9552249;Embajadores;1;80;4
34553325;Duplex close to the airport & Wanda Stadium;260747696;Prosperidad;1;643;2
34553709;Wonderful 3-bedroom apartment 10 min from Wanda;45373489;Numancia;1;700;1
34553809;Cosy Apartament Final Champions League Madrid;21415228;Lucero;1;1250;2
34554879;Un sitio tranquilo.y pocos vecinos;260754396;Buenavista;2;35;5
34555485;Habitación Triple con baño privado;242891653;Universidad;2;800;1
34555496;Habitación Triple con baño privado;242891653;Universidad;2;800;1
34555757;Room in NEW Modern&Cool apartment;169034311;San Diego;2;1900;2
34556135;FINAL CHAMPIONS. BEAUTIFUL LOFT IN MADRID CENTER.;104087584;Palacio;1;300;2
34556189;Piso grande para la final de la LDC ( +8 personas);68559454;Trafalgar;1;1500;1
34556398;Enjoy Ponzano Street - Apartment;46657142;Rios Rosas;1;900;1
34556759;Nice private room close to the stadium;171840320;Embajadores;2;700;2
34557385;¡Espectacular Casa Unifamiliar con 2 Terrazas!;16162477;Almenara;1;169;3
34557662;HABITACIÓN AMPLIA, LUMINOSA CON CAMA DE MATRIMONIO;132950534;Canillejas;2;70;1
34557753;Habitacion en ferraz;87300525;Argüelles;2;536;1
34557841;CHAMPIONS LEAGUE FINAL APARTMENT 250€/ person;139848698;Simancas;1;250;1
34558183;Nice and comfy room in the city center.;18991468;Embajadores;2;100;1
34558684;Amplio apartamento en Atocha;256387985;Palos de Moguer;1;1100;2
34559065;Habitación a 100mts Estación Entrevías a 5' Atocha;513331;Palomeras Bajas;2;28;4
34559067;Gorgeous sunny flat with terrace in Malasaña;140235982;Trafalgar;1;220;2
34560393;HABITACION MUY CERCA DEL RETIRO Y GOYA;96278895;Goya;1;55;2
34560898;Habitacion para la final de la champions;8965847;Rosas;2;1450;1
34561265;Zona Plaza Castilla - Habitación Privada;260790068;Valdeacederas;2;20;1
34562533;Transporte cerca. Zona tranquila;80545353;Pavones;2;30;1
34563225;Habitación doble en Chamartin;253296649;Castilla;2;43;1
34563456;Champions league final;75636121;Trafalgar;2;350;1
34563934;GOYA Best Area of Madrid. Modern & bright NETFLIX;101407155;Goya;1;1000;2
34564940;Precioso piso cerca de Ifema y Aeropuerto;51343493;Pinar del Rey;1;71;2
34565545;Cozzy flag in MADRID. (A SÓLO 5 km del '' WANDA'';260816854;Media Legua;1;650;1
34565686;DOUBLE ROOM-UEFA CHAMPIONS LEAGUE;143716853;Gaztambide;2;400;1
34565953;APARTMENT 2PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;35;1
34566381;Alquiler piso para final de la Champions league;260821774;Simancas;1;2600;2
34566779;Quiet and bright room in Salamanca district;85813774;Goya;2;255;1
34567264;Cozy well-located studio apartment in Madrid;46026698;San Juan Bautista;1;625;1
34567716;Champions League Final - Madrid Chamberi;255993039;Trafalgar;1;1100;1
34567826;Piso cerca del Wanda Metropolitano-Final Champions;13030034;Simancas;1;600;1
34568392;Spacious and elegant private room;60756924;Pueblo Nuevo;2;45;2
34568397;Spacious and well-connected appartment in Madrid;21275359;Prosperidad;1;171;1
34568403;Room in Champions League penthouse;97108993;Quintana;2;2100;1
34569100;Final Champions close of Wanda Stadium.Two Rooms;231479865;Rosas;2;950;1
34569192;"Apartment at the ""Old"" Madrid of ""the Austrias"" II";56195761;Sol;1;53;2
34570478;Loft by Madrid Rio (off Calle Segovia);260848309;Imperial;1;39;2
34570819;Habitaciones para 3 para la final de champions;260851209;Timón;2;1400;1
34572039;Spacious and Sunny steps from Gran Via;29924560;Universidad;1;950;2
34575458;Cosy room in Madrid;75742877;Aguilas;2;235;1
34580904;duplex royal palace;11296503;Casa de Campo;1;67;3
34582508;单人床single bed 4stops to Retiro;256579757;Vinateros;2;16;3
34582998;Champions Final - Cozy Apartment in Madrid Center;14255673;Imperial;1;650;2
34583319;3 bedroom apartment, 15 minutes to Wanda (taxi);260939892;Peñagrande;1;800;1
34583851;The Fresh & White Apartment;82164984;Berruguete;1;350;2
34584225;FINAL CHAMPIONS APARTAMENTO PARA 6 PERSONAS;226864933;Fontarrón;1;452;2
34584852;Double Room to Champ L Final. 4 subway stations.;149258847;Ventas;2;200;1
34584940;Champions League : Cozy studio near Sol;65218529;Embajadores;1;40;2
34585034;Mi Casa durante la final de la Champions;64710234;Lucero;1;1890;2
34585120;Room for Final CHAMPIONS LEAGUE in Madrid.;46906894;Palacio;2;150;1
34585740;Fantástica Vivienda en pleno Barrio de Salamanca;80473977;Goya;1;68;2
34586026;Champions league flat;30034964;Berruguete;1;600;2
34586181;Nº 2 Eco-Loft de Lujo en Madrid;49259514;Lista;1;190;1
34586718;Lovely apartment near IFEMA and airport;22638646;Alameda de Osuna;1;320;1
34587026;Apartamento de lujo- Alquiler para fines de semana;72498631;Recoletos;2;600;1
34587572;Large and clean apartment in the center of Madrid;69566471;Vallehermoso;1;168;4
34587760;Large flat, full of light. 3 Bedrooms + work space;260961340;Justicia;1;94;5
34588453;Private room. Champions League Final;11254225;Salvador;2;294;1
34588914;Habitacion matriminio juveniles final champions;8965847;Rejas;2;1700;1
34589061;Central Madrid - Direct stadium connection!;35322514;Arapiles;1;550;1
34589352;SOLO ALQUILO MES COMPLETO Y A FAMILIAS JUL-AGOS;187548751;San Pascual;1;100;22
34589821;Special room during Champion Final;217362524;Rosas;2;190;1
34590538;Apartamento grande y centrico en Madrid.;69566471;Vallehermoso;1;185;5
34590867;Bed&Breakfast: Wanda, IFEMA, Airport;259265602;Canillejas;2;850;1
34591321;Cozy place to stay for the Champions League Final.;179611278;Guindalera;2;1100;1
34591442;CHAMPIONS LEAGUE WEEKEND NEAR STADIUM;256412895;Marroquina;2;1080;1
34592373;Luxury flat in the best neighborhood of Madrid;119903454;Rios Rosas;1;300;3
34592471;Habitación con baño privado .;123840492;Gaztambide;2;50;3
34592663;Buhardilla especial Uefa Champions League;25927491;Peñagrande;2;400;1
34592932;Studio in Estrecho- MAD- 4PAX- 1-3;260732449;Castillejos;1;176;3
34593122;Habitación cerca de Plaza Castilla;69993211;Valdeacederas;2;744;1
34593144;Studio in Estrecho- MAD- 4PAX- 2-3;260732449;Cuatro Caminos;1;55;3
34593245;Room with private Bathroom- 9 min to Wanda Stadium;245625055;Ciudad Jardín;2;1100;1
34593580;Wide Apartment Next to Gran Via and Callao;22321820;Universidad;1;210;3
34593610;NEAR WiZink Center. NEAR AIRPORT. Double Room.;60113626;Ventas;2;50;1
34593716;Luxe apart-Rooftop pool/Apart de lujo-Pisc. azotea;19426672;Ciudad Universitaria;1;685;1
34593727;Loft Plaza Mayor Madrid;72047848;Palacio;1;82;4
34594575;Habitación privada cerca de plaza castilla;69993211;Valdeacederas;2;750;1
34594600;House/garden, near Cent. Palace, Plaza Mayor & Sol;168609751;Puerta del Angel;2;149;2
34595018;Nice appartment near Wanda Metropolitano stadium;15726617;Lista;1;500;1
34595319;Luxury ATTIC with wide terrace and views of Madrid;125478983;San Diego;1;925;1
34596436;Spacious lot of light views Royal Palace, Opera;261013233;Imperial;1;100;1
34596493;comfy apartment Madrid Center;261013474;Embajadores;1;80;2
34596644;Sofá cama Carabanchel;158378300;Opañel;2;100;1
34596681;Habitación Madrid Final Champions League;161895412;Palomeras Bajas;2;350;1
34596788;FINAL CHAMPIONS 12MINUTOS DEL WANDA, HABITACIÓN;195754816;Casco Histórico de Vallecas;2;100;2
34596885;The best apartment for the Champions League!;51164689;San Pascual;1;350;2
34597531;Piso luminoso a 12 minutos del wanda metropolitano;108940065;Guindalera;2;1500;1
34597613;Habitación para la Champions;261022865;Simancas;2;1500;1
34597743;Amazing apartment in the center;3153467;Embajadores;1;48;3
34599187;APARTMENT 2PAX CENTRO GRAN VIA PUERTA SOL MALASAÑA;5542111;Universidad;1;37;1
34599290;2. NEAR AIRPORT. NEAR CENTER CITY. AZUL;60113626;Ventas;2;1200;1
34599892;Champions League;261038668;Cortes;1;1200;1
34599909;HABITACION MUY CERCA DEL WANDA METROPOLITANO;261034561;Canillejas;2;30;1
34599985;2 bedroom flat city center 10 min from Sol Sq.;11728271;Delicias;1;2500;2
34600032;Wanda Metropolitano chic rooms;260948997;Rosas;2;950;1
34600353;APARTMENT 3PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;40;1
34600594;3 rooms near Wanda;38951538;Arcos;2;2800;1
34600672;5 Bed Footy wknd ... 2 night min, 200 pp;13250761;Almagro;3;200;1
34600679;Perfect for 3/6 for the Champions League Final;27037437;Guindalera;1;1799;1
34601293;Habitación en Embajadores. Champions League.;261049548;Embajadores;2;800;1
34601798;Bright room, 20 min from downtown;5874660;Cármenes;2;31;3
34602903;HABITACIÓN CON BAÑO PRIVADO - WANDA METROPOLITANO;261061134;Hellín;2;39;1
34603614;Private Studio, city center- historic neighborhood;70989505;Embajadores;1;28;1
34608790;Private room in Madrid near the Wanda Stadium;78861867;Ventas;2;250;2
34609539;Double room. Own Bathroom. Wanda Stadium.Las Rosas;18379380;Rosas;2;50;2
34609751;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;40;1
34610126;3 double bedrooms with private bathroom;25927491;Peñagrande;2;600;1
34610265;COQUETO APARTAMENTO - LOFT/CUTE LOFT APARTAMENT;45633871;Puerta del Angel;1;45;5
34610450;APARTMENT 6PAX GRAN VIA CENTRO PUERTA DEL SOL;5542111;Universidad;1;49;1
34610590;Flat at Heart of Madrid by Gran Via, City Center;18280021;Sol;1;700;2
34611325;Habitación tranquila en la zona de Ventas.;261118913;Ventas;2;34;2
34611484;Room for 1-2 people in the center of Madrid;154866578;Universidad;2;150;2
34611519;Alquiler habitación/piso por días Champions league;261126134;Moscardó;2;300;1
34611652;Cosy, modern apartment in heart of Madrid;7604780;Almagro;1;90;1
34611762;4/5 Bed Footy wknd ... 2 night min €150pp a night;13250761;Almagro;3;150;2
34612165;VERY PRIVATE ROOM ! CHINATOWN STREET;200474953;Pradolongo;2;17;2
34612457;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;44;1
34612904;Room in Ventas,penthouse between Wanda & C. Centre;104786995;Fuente del Berro;2;500;1
34612960;Final Champions room;261132654;Canillejas;2;800;1
34613092;Prívate House near Wanda metropolitano;261135046;Arcos;2;1000;1
34613125;FINAL CHAMPIONS LEAGUE with 2 rooms;261133828;Prosperidad;2;1000;1
34613361;Cosy Double bedroom w/ balcony - Madrid Centre;76493385;Palos de Moguer;2;265;1
34613454;Sauce;223302456;Ciudad Jardín;2;800;1
34613589;APARTMENT 4PAX GRAN VIA CENTRO PUERTA SOL MALASAÑA;5542111;Universidad;1;36;1
34613767;Private room - Champions League Final;36927550;Castilla;2;550;1
34613794;马德里市中心 太阳门三分钟步行;236564130;Sol;2;23;1
34614302;Wanda Metropolitano Final Champions League;261135831;Rosas;2;900;1
34614626;Fabulous balcony flat, central Madrid;7633074;Universidad;1;140;2
34615232;Alojamiento perfecto para la final del Wanda!!;65180500;Arapiles;2;650;1
34615287;SPECIAL HOUSE NEAR PLAZA DEL SOL MADRID;88078865;Sol;1;1700;2
34615940;Casa cercana al Wanda Metropolitano;261152232;Pradolongo;2;800;1
34616488;Habitación Privada Champions League;10131179;Berruguete;2;800;1
34617246;Alquilo habitacion doble 31 de mayo y 1 de junio;67763641;Amposta;2;400;1
34617381;Habitacion doble con baño privado;37562745;Alameda de Osuna;2;1500;1
34617940;~10 minutes on foot from the wanda stadium~;261166073;Canillejas;1;2000;2
34618019;Room available near to Wanda Metropolitano;261166961;Palomas;2;500;1
34618911;4 Pax Nice Apartment in City Center, GRAN VÍA.;25263108;Universidad;1;950;2
34618997;Habitación tranquila bien comunicada;184948062;Adelfas;2;30;1
34619471;Flat for Rent - Champions League Final;10408238;Imperial;1;975;1
34620489;HABITACION INDIVIDUAL- By the Metro Montecamelo;46735590;El Goloso;2;800;1
34620542;Beautiful family flat in the centre of Madrid;261185092;Cuatro Caminos;1;847;1
34620767;Common room for the Final Champions near Stadium;188926733;Simancas;2;1050;1
34621817;Private Double Room (2 beds) near IFEMA (COP 25);77698244;Canillas;2;90;3
34621992;Citycenter appartment 5min walk to Puerta del Sol;11753022;Embajadores;1;1250;4
34622625;Charming La Latina Green - In the centre of Madrid;229456904;Palacio;1;101;1
34622883;3 double rooms with private bathroom;25927491;Peñagrande;2;900;1
34623195;Habitación en Opera House 7;106801;Palacio;2;40;6
34625291;Habitación Doble tranquila, plaza de toros Madrid;261222272;Ventas;2;30;2
34627115;Habitacion Sandi jimenez;144954143;Buenavista;2;35;3
34627277;Lindo y acojedor;261241691;San Diego;2;28;1
34628623;Cozy and Luminous Flat in Lavapies;13796858;Embajadores;1;90;2
34630508;Habitación individual Opera House 1;106801;Palacio;2;40;6
34631375;Champions League Final !!;103884389;Piovera;2;500;1
34631644;Modern apartment -Central Madrid Champions league;173675637;Embajadores;1;100;2
34632148;Confortable room well located near to underground;160141124;Pueblo Nuevo;2;250;1
34632929;Luxury apartment Chamberí final champions league;261285667;Trafalgar;1;2000;2
34633051;Private room close to Retiro park;2876294;Pacífico;2;400;1
34633362;Room for Champions League Wanda Metropolitano;129597927;Costillares;2;310;1
34633434;ROOM FOR RENT IN MADRID (CHAMPIONS LEAGUE FINAL);13721978;Palacio;2;600;1
34633665;Private Double Room - Wanda Stadium, URJC, IFEMA;124535547;Arcos;2;75;2
34633719;Amazing sunny penthouse in the heart of Lavapies;4349230;Embajadores;1;1980;1
34633734;Casita con higuera;109137361;San Isidro;3;250;1
34634175;Lujoso Duplex en Madrid/ Champions league;189945292;Lista;1;1300;1
34634232;Centre with balcony, perfect LOCATION. Just walk;4977367;Universidad;1;38;28
34635384;Amazing apartment at Madrid´s historic center;197668945;Cortes;1;500;1
34635684;Best place to come! UEFA Champions League final!;135561139;Valdefuentes;2;264;2
34635866;Your room for Champions League;35389502;Palomeras Bajas;2;540;1
34636271;Apartment 4 rooms-habitaciones/IFEMA/AIRPT/WANDA;64213365;Canillas;1;105;2
34636487;Con Patio de 40 metros a 10´de Atocha y 15 de sol;258918307;Palomeras Bajas;1;80;2
34636625;Room with privileged view in the center of Madrid;64636177;Palacio;2;20;1
34637203;Three rooms for Short Stay: Wanda Metropolitan;107338650;Pueblo Nuevo;1;89;3
34637544;Habitación individual a 5 min de Retiro andando.;43846218;Ibiza;2;300;1
34638714;individual room in shared flat direct metro wanda;69383142;Peñagrande;2;300;1
34639126;Piso en Chueca en el centro de Madrid;14306794;Justicia;1;110;2
34639326;Cozy room for Champion Final close to the Wanda;16315179;Pueblo Nuevo;2;1000;1
34640500;Romantic apartment with balcony close to Bernabeu;47468039;Hispanoamérica;1;117;3
34640744;Habitación Final Champions Wanda MUY CERCA;237802708;Gaztambide;2;200;1
34640920;A special loft at the heart of Madrid.;160629931;Universidad;1;1200;1
34640966;4Guests-2Bedrooms Nice and Cozy Apartment (CENTER);8244614;Embajadores;1;58;6
34642115;Private room with private bathroom;8864565;Casa de Campo;2;54;2
34642459;HABITACION WANDA METROPOLITANO;261222962;Canillejas;2;500;1
34643118;HABITACIÓN WANDA METROPOLITANO;261222962;Rosas;2;480;1
34643163;Champions league final/close to Wanda Stadium;21650993;Simancas;2;250;1
34643298;WandaMetropolitano walking distance apartment;169034311;Alameda de Osuna;2;900;2
34643313;Apartamento;261354796;Puerta Bonita;1;300;1
34643325;Gran piso de 3 dmt, 2 terrazas y parking privado;144429463;Berruguete;1;120;2
34643493;Single room in quiet neighbourhood;7177804;Numancia;4;350;1
34643689;WANDA walking distance, close to the airport.;190997126;Palomas;1;73;5
34644126;Apartamento 4-5 personas Final Champions League;246596150;Rejas;1;1200;2
34644625;Room for couple. Tetuan zone. WANDA M direct line!;261365686;Berruguete;2;225;2
34645080;CHAMPIONS LEAGUE private room with breakfast;261368736;Pacífico;2;500;1
34645331;smirnov room;261368044;Embajadores;2;100;1
34645646;NEAR WANDA STADIUM 9' AND 15' AIRPORT;140100527;Ventas;2;600;1
34647114;Great apt in downtown, well connected to stadium;261384155;Universidad;1;600;2
34647639;Nice room with WC and private entrance available;93284669;Costillares;2;490;2
34647696;Room with bathroom close to Wanda stadium & center;261387586;Ventas;2;180;2
34648167;Sunny 1 bedroom flat in Goya/Retiro;16550860;Castellana;1;535;2
34648247;Charming loft with a nice terrace;32189842;Justicia;1;900;2
34648464;Nice apartment with balcony in Chamberi’s district;189218131;Arapiles;1;100;2
34648553;Room available Champions League;17454255;San Juan Bautista;2;1200;1
34648702;Cozy Apartment in Madrid for Champions;101542557;Embajadores;1;550;1
34648990;Apartamento en madrid;261399131;Puerta Bonita;1;375;1
34649053;Hab. cerca del Aeropuerto y Wanda Metropolinano;261399757;Valdefuentes;2;1000;1
34649189;Moderna habitación super centrica;261400707;Embajadores;2;480;1
34649346;Sofa bed perfect for a couple or an individual!;30300805;Nueva España;3;50;1
34649654;2 Habitaciónes Deluxe Madrid rio;261404740;Moscardó;2;100;2
34649770;""" ARENAL SUITES PUERTA DEL SOL"" (7) STUDIO";197974523;Sol;1;70;2
34649917;Se ofrecen 2 Habitaciones en Madrid(Canillejas);261405362;Canillejas;2;250;1
34650027;2 room house - champions league final;20485449;Ciudad Jardín;1;675;2
34650038;Live the final champion cup un Madrid;5276418;Ventas;2;600;1
34650504;Small Appartment close to Madrid Río;35327470;Imperial;1;150;1
34650740;SuperAtico;21535752;Peñagrande;1;300;3
34650860;Modern apartment in Las Tablas;177366319;Valverde;1;75;2
34651203;Centro ciudad;258158153;Universidad;2;500;1
34659013;Champions League Flat for a couple;32109394;Cuatro Caminos;1;500;2
34660634;STAY FOR THE CHAMPION LEAGUE (TOT-LIV);261492753;Quintana;1;960;2
34660739;• Madrid ROOM •;261493203;Lucero;2;17;1
34660865;Doble Room 1km Estadio Metropolitano Champions;53553568;Rosas;2;450;1
34661268;Apartment for Champions League Final in Madrid;261495555;Castillejos;1;550;2
34661786;Wanda Metropolitano Final Champion League Madrid;82995921;Canillejas;1;2200;1
34662112;Studio in Estrecho- MAD- 4PAX- 1-1;260732449;Cuatro Caminos;1;200;2
34662591;Habitación privada en casa nueva centro de Madrid.;86658011;Bellas Vistas;2;65;1
34662636;DELUXE ROOM FOR RENT;61753406;Lista;2;25;3
34663435;Nice loft duplex with garden 15’to the city center;3213290;Simancas;1;140;1
34663835;Habitación grande en Madrid cerca Parque Natural;108553601;Abrantes;2;15;2
34664022;YOUR INTIMATE AND BRIGHT APARTMENT | MADRID RIO;261508672;Cármenes;1;65;7
34664292;Piso reformado,amueblado,mucha luz. Zona bernabeu;74680720;Cuatro Caminos;1;50;2
34664532;Luxurious and spacious Apartment in the Center;3480651;Trafalgar;1;1500;1
34664828;ÁTICO GLORIETA DE QUEVEDO, FINAL DE LA CHAMPIONS;261510798;Arapiles;1;500;2
34664988;Welcome to the UEFA champions league FINAL;178673698;Acacias;1;1000;1
34665094;PENTHOUSE+TERRACE in Estrecho- MAD- 4PAX- 3-2;260732449;Cuatro Caminos;1;176;3
34665720;Apartment for the UEFA Champions League final;96150257;Goya;2;400;1
34665751;APTO céntrico + Wifi + Air conditioner;261509227;Trafalgar;1;500;2
34666090;Magnific double room w private bathroom IFEMA;36285203;Valdefuentes;2;200;1
34668091;Magnifica casa en Madrid +piscina y pista de tenis;17443068;Valdemarín;1;140;2
